index,youtube_id,comment,like_num,comment_date,labeling
10,hyello8002,예전에 속옷의 편안함을 잘 몰랐는데 요즘들어 속옷의 중요성을 알게되어 네이버랑 유투브 검색 하고 있는 와중에 언니 영상을 보게 되었어요?? 예전 속옷영상도 보고 많이 따라 사서 입었는데 너무 편했어서 이번에도 손민수 하고 싶어여다른것도 다 이쁘지만 Look4 차분한 핑크색이 아른아른거려요,0,3주 전(수정됨),1
11,userht7jk2bi4m,"라이트 멜란지 ?? 디자인이며 색감이며 무난하게 잘 입을 수 있을 것 같아요! 통기성도 좋고 뒷라인이 U라인이여서 편하면서도 스타일리쉬해서 완내스 ,, ?????? 저도 피부가 예민한 편이라 소재가 진짜 중요한데, 새은님 픽이라 더더 기대됩니다! 조거팬츠랑 함께 매치해줘도 넘 예쁠 것 가타요",1,3주 전(수정됨),1
12,kg3275,"진짜 어떻게 언더웨어도 이렇게 저세상 힙하고 멋지게 스타일링 하시나요ㅠㅠ 언니 코디영상 볼때마다 너무 행복해서 기절할거같아요 
인스타 스토리보고 달려왔습니다 퍼플, 핑크 색감 넘 예쁘네요 ???? 
그레이에 노팬츠룩 코디 미친거 아니냐구요ㅜㅜ 어떻게 저렇게 코디할 생각을 하세요 천재만재 당신.... 이번 영상도 잘 참고할게요 항상 감사해요",0,3주 전,1
13,userwz1nc7et2o,Look 3  색감 완전 미쳤어요 오묘하면서도 우아한 퍼플색이라니 ! 너무 쨍하지도 않아서 더 예쁜 것 같아요 오늘 영상으로 안에 패드 없는 크로스 햄패널 브라는 처음 알게 되어서 좋아요,1,3주 전,1
14,mmyang,"웅니가 말한대로 속옷도 하나의 스타일링이라는 말에 공감하며 또 공감..

전체적인 영상을 봤는데 휠라의 디테일 변태스러운 모습을 엿볼 수 있었어요 ㅋㅋㅋㅋ
앞은 은은하게 로고 보이면서 뒤는 네모로고 딱 해두니 포인트로 제격,, 그리고 가슴을 부담스럽지 않게 모아주고 부유방도 커버해주면서 소재마저 지속가능 소재에 시원함까지? 이건 미쳤다 ㄹㅇ (오열)
저는 그 중 로즈핑크 갖고 싶어유
샌언냐의 속옷 추천이라 넘 기대??

LOOK 3, 4 스타일링도 찰떡인데 그레이시퍼플, 로즈핑크 속옷 착용했을 때 너무 예뻐서 헙..하면서 숨참고 봤어요 진짜;
아 그리고 LOOK 7 드로즈로도 레이어드 한다는 것에 머리를 탁 치고 갑니다,,

요즘 유행하는 올드머니룩 해석한 룩북, 아니면 예전처럼 빈티지스러운 느낌 낭낭한 룩북도 다시 보고싶어요>_<",3,3주 전(수정됨),1
15,uservm6tu3pd5g,"LOOK 5 미쳤다... 휠라 속옷 소재도 진짜 편안한데 핏이 진짜 예뻐서 뭘 입어도 옷태가 나는 것 같아요 ㅜㅜ 진짜 너무 마음에 들어요  제목보고 폭풍 공감하면서 들어왔는데 진짜 안에 속옷 잘 선택해야 옷핏도 몸매도 다 달라보여요! 저도 너무 신기해서 이젠 겉에 걸치는 옷도 그렇지만 안에 웨어 디자인이나 핏도 제일 먼저 보게 되는데, 휠라는 진짜 실패가 없네요 ",1,3주 전,1
16,usersi2nx9gk7j,라이트 멜란지를 마음에 들었어요이번 시즌 제품은 여름에 너무 좋은 것 같고 다야한 옷과 잘 맞춘 것 같다는 기대감이 있어요!!!:),0,3주 전,1
17,daechucha,"LOOK7 
휠라의 속옷은 정말 편안한 소재와 예쁜 핏으로 누구나 마음에 들 것 같아요!
옷을 입을 때 핏이 참 중요한데, 휠라의 속옷을 선택하면 옷 핏뿐만 아니라 몸매까지 다르게 보여질 것 같아요
속옷 하나만으로도 옷이 더 잘 어울리는 느낌이 들어서 신기해요
특히 휠라는 실패 없이 항상 멋진 디자인과 핏을 제공하는 것 같아요
속옷의 중요성을 다시 한 번 느끼게 해준 소중한 영상 감사합니다",1,2주 전,1
18,dahid012,"라이트베이지 색 대박이네용!!전 진짜 밝은색 옷을 입을때마다 속옷이 고민이였는데 이 색상이라면 자신있게 입어도 될 것 같더라구요ㅎㅎ
새은언니랑 하나같이 너무 찰떡같은 색상들이여서 그냥 다 너무 잘어울리시는것같아서 부러워요ㅠ모양도 예쁘게 만들어주면서 예쁨까지 잡을 수 있다는게 너무 좋네요!!
사사로운 고민들을 해결해주는 속옷이 아니였나싶고, 무엇보다 통풍이 잘되서 여름에 필수네용",0,3주 전(수정됨),1
19,hh777,"LOOK 1 

차분하고 은은한 베이지톤이 너무 고급스럽고 새은님이 코디한 것 처럼
후드 안에 입고 드로즈 아웃밴드까지 캐주얼 힙하게 코디한거 제일 이뻐요 ??

속옷도 신경써서 입어야 진정한 패션의 완성
이번 휠라 언더웨어 폼 미텼네욤
노와이어가 확실히 가슴 밑이 덜 답답하고 세탁기 돌려도 손상이 잘 안되어서 좋아요!! 생각보다 가슴도 잘 받춰줘서 굿굿

다른 색상들도 깔끔하고 고급스럽댱
언더웨어 룩북을 이렇게 힙하고 멋있게 스타일링 한건 첨봐요???",3,3주 전(수정됨),1
20,userju4jq9vr5p,Look3 그레이시 퍼플 컬러 찰떡이에요 언니랑 톤이 너무 잘맞네요 로즈핑크도 너무 예쁘고 필라 이번 시즌 색감을 너무 잘 뽑아서 다 탐나요ㅋㅋㅋㅋㅋ필라 제품은 구매해 본 적이 아직까지는 없었는데 하나하나 소장해서 세트로 모아두고 싶은...?? 언니 코디 너무 예뻐요 항상 따라하기엔 제 몸이 안따라줘서 얼른 운동해야겠어요,0,3주 전,1
21,usergw1ys4yb6c,"저는 look1 라이트베이지 색깔이  너무 예쁘네요! 속옷 유목민이어서 찾고 있는데 휠라 언더웨어 좋네요! 저중심 몰드여서 자연스럽게 감싸주며 예쁘게 볼륨업도 시켜주고, 크로스 햄패널이 모양을 잘 잡아주고 특히 부유방이랑 등살 같은 아웃핏 보정까지 된다니 완전 완벽해요!!!",2,2주 전(수정됨),1
22,uservo4qk3uy3b,"샌언니..그냥 속옷에 집업만 툭 걸쳤을 뿐인데 왜이리 멋진거야….????
차콜 그레이 색상 너무 이뻐서 갖고싶어요!
휠라에서 이렇게 시크하고 페미닌한 무드의 언더웨어가 나올지 몰랐는데 이번 시즌 디자인도 너무 이쁘고 컬러가 다 미쳤어오… 원픽은 차콜 그레이지만 얼그린이나 핑크도 톤 다운된 컬러라 너무 이쁜 거 같아요?? 
2일에 한 번은 무조건 운동하는 사람이라 운동할 때 이너로 입을 언더웨어를 엄청 중요하게 생각하는데 기존 스포츠 브라들은 숨막히고 소화도 안되는 거 같았는데
이번에 나온 몰드 부착형 런닝형 브라탑은 신축성도 좋아보이고 무엇보다 몰드 부착형이라 빨래할 때도 편하게 할 수 있을 거 같아요! 패드 탈부착형은 빨래할 때 엄청 귀찮고 또 잃어버리기도 쉽더라구요..!
차콜 그레이 런닝형브라탑입고 신나게 운동하고 싶습니다",1,3주 전,1
23,useruv1ip2hb1n,항상 언니 보면서 느끼는거 바디라인이 진짜 장난없음;; 일짜로 쭉쭉 뻗고 허리 라인이랑 어깨 라인이 너무 이뻐요 진짜  하객룩 해주세욤 ㅠㅠ 아직 결혼 식을 많이 안가봐서 적절한 선?을 모르겟어욤 ㅠㅠ 유니크 한거 좋아하는뎁 ㅜ,1,3주 전,1
24,usered2lj2dn7u,휠라 언더웨어만 꾸준히 사입고 있는데 이번시즌 뜨자마자 바로 블랙구매했는데 언니가 다른컬러 매치해서 룩북 보여주니까 뽐뿌가 너무 와요 노와이어 브라 룩2에서 그린컬러 흑청자켓이랑 매치한게 너무 예뻐요 꼭 저 룩대로 따라입고 싶어요옹ㅠㅠㅠ 다른 컬러들도 다 너무 예쁘고 역시나 또 편해보여서 넘 갖고 싶어요♡,1,3주 전,1
26,usernt1qb8ih7h,라이트 베이지 색상이 가장 마음에 들어요.. 새은님 룩북 영상 보고 나니 정말 편해보이는데 핏까지 너무 예쁜 것 같아서 오래오래 잘 입을 수 있는 것 같아요 넘 갖구싶음...!!!,1,3주 전,1
27,useryy3ni1gb2l,"노와이어속옷은 저렇게 안에 천으로 크로스 되어 있으면 확실히 잘 잡아주고 상대적으로 더 잘 모아주는 것 같은 느낌이 있드라구요... 
웅니의 패션센스는 항상 옳다...",2,3주 전,1
28,nanichoofficial,퍼플 미쳤다 색감 진짜 저세상급 예뻐서 규매완..,2,3주 전,1
29,youth938,"이번에 필라 속옷세트를 구매했는데 넘 너무 편하더라구요
다른라인도 기대가되네오!!
노와이어제품만 입는데 노와이어인지 티도안날정도로 항상 편하더라구요

Look4 딸기우유핑크 속옷 매치가 너무 바비스러워요!!?",0,3주 전,1
30,yeonwoo2419,"Look1
톤다운된 파스텔 진짜 너무 좋아요..
요즘 언더웨어 어디서 살까 고민 중이어서 언니 예전 언더웨어 영상 보려고 들어갔는데 바로 이 영상이 뜨지 모예요!!
진짜 이건 운명이에요??
휠라 브라 오래 사용한 1인 으로서 이번 언더웨어도 넘넘 좋을 거 알아서 더 기대돼요!!",0,3주 전,1
31,yooneeda,"다 너무 예뻐서 어떤 컬러를 골라도 실패하지않을것같지만.. 요즘에 편한게 우선으로 생각돼서 라이트 멜란지 컬러를 골랐어요 ! 노와이어임에도 불구하고 가슴을 예쁘게 잡아줘서 옷태를 예쁘게 만드는게 넘 좋운것같아요  물론 언니의 몸매는 늘 쏘 핫..??
설명도 너무 잘해주셔서 제품 꼭 입어보고싶은 마음이 생겨요..!!
좋은 제품과 좋은 영상 감사합니다 ??",0,3주 전,1
32,userxq7ke4kw3f,Look 4?? 딸기 우유빛 핑크 속옷이라니 너무 러블리해요???? 핑수니로써 놓칠수없쥬 평소에도 노와이어 브라 착용하는 1인으로써 이번 휠라 언더웨어 굉장히 기대감이 큽니당 깔별로 소장하고싶을 정도예요!!,1,3주 전,1
33,jeolmi7210,"샌엉니 그레이시 퍼플룩 보고 입틀막했더여,,,, 색감 머냐며 미쳣냐며,,,, 파스텔톤이 어째이래 고급스러운지  휠라 이번시즌 일냇네 일냇어 그레이시퍼플이라 너무고급짐니더,,,",1,3주 전,1
34,chaerok5908,역시 새은 언니가 새은했다 이런 코디는 어디서 나오는 센스냐묘.. 저는 라이트베이지 컬러에 푸욱 빠졌네요 노와이어는 너무 기대대 구매하러 간다요,1,3주 전(수정됨),1
35,usergv3cv7pb9b,Look 7 속옷에 진짜 관심 많은데 휠라 속옷은 한번도 안 입어봤어요ㅠ 언니꺼 보고 지금 반해서 바로 사러 갑니다 아니 브라탑이 모양을 너무 예쁘게 잡아줘서 이너로 입어두 좋아요ㅠ 색감도 딱 제가 필요한 색 아주 심플하고 고급스러운 색이에여!! 코디도 너무아 예쁘다 증말ㅠ 휠라 이번에 난리났네,0,3주 전(수정됨),1
36,userbj7vw2nz8u,"언니 룩북 볼때마다 속옷 정보알아내려고 훔쳐본거 어캐알았됴??? 헤헤 요새 입는 옷들이 거의 얇고 짧고 해서 이너웨어도 그만큼 신경써서 입는중인데 ,,속옷광고도 잘 안받으시는 샌언니픽이라면 당연히 믿고 구매각 아닌가유?? 엄청 기대중입니다! 무줙건 믿고 입는 샌언니픽  얼그린 색상 넘 예뻐요!!!",0,3주 전,1
37,userne8nb4du6n,휠라 언더웨어가 유명한건 알았지만 입어본적은 없었는데 이렇게 룩북으로 보니 기능도 좋은것 같고 무엇보다 디자인이 너무 예쁘네요 컬러도 하나같이 다 예쁘구요..♡ 와이어가 없어도 가슴을 잘 잡아준다니 좋네욯ㅎ. !저는 얼 그린 컬러의 제품이 가장 예쁘고 받고 싶네용!,1,3주 전,1
38,userok4cz3vo7v,챠콜 그레이 진짜 너무 노멀하면서 클래식한게 입기 너무 좋을 거 같아요 요즘 언더웨어 어디걸로 새로사야하나 고민이었는데 헴라인같은 디테일까지!! 휠라 너무 취저에요!??,0,3주 전,1
39,useroc6ts6sw3m,Look 3!!! 색감 완전 제스탈.. 새은님이랑도 젤 잘어울리는거 같아용 ! 와중에 몸매 핫걸?? 편해보여서 저두 착용해보고 싶어용!!,0,3주 전,1
40,maaaaonnng,하 언니 패션센스는 언제봐도 너무 멋있어요..? 담에 예전처럼 또 직장룩도 해주실 수 있으신가요~? 언니가 말아주는 직장룩 궁금해요,3,3주 전,1
41,userdy6yt6nk5j,룩북 볼때마다 매번 감탄 ... 언니가 추천 해준거라 더 믿어져요 당첨 되면 더 좋겠지만 안된다구 해도 사서 입어볼까 싶네요~~,0,3주 전,1
42,userqs1wb6ys8w,"와.. 브라 유목민인데 예쁜거 추천해주셔서 감사해요 노와이어인데 와이어같은 옷태라니 진짜 신기하네요!!! 

색상도 다 너무 이쁜데 저는 얼그린 이라는 색상이 너무예쁘네요.. 이름도 넘 잘지었다는.. 진짜 고급지게 잘 나온 카키컬러네요 ㅠㅠ
완전 원픽입니다!!

드로즈도 사각이 아님에도 편해보인다니 진짜 예쁨과 편함 다잡았네요

스포츠브라도 운동할때 입기 너무 편해보여요~

휠라 언더웨어는 처음인데 넘 기대됩니다 두근... 샌언니 예쁜거 추천해주셔서 감사해요 히히??",1,3주 전,1
43,userur5ht5gl2q,"차콜그레이 ??
휠라 속옷을 계속 쓰고있는데 정말 편안함이 장점이고 소재나 색상이 쉽게 망가지지않는게 좋은거같아요! 지금도 착용하고있는데 아주 만족 2번 연속으로 휠라만 사용하고있는데 오래 썼다싶으면 언니가 추천해주신 속옷으로 사서 입어봐야겠어용 믿고 쓰는 휠라 
그리고 색상도 파스텔 색상으로 진짜 잘뽑은거같고 특히 언더웨어가 패션의 유행으로 자리잡고 로우라이즈입을때 패션으로 작용하니까 패션아이템으로도 너무 좋을꺼같아요!! 새은언니가 추천해주시는거라면 진짜로 믿고 쓸만해서 믿음이 가는 생강이로써 언니께 너무 감사드리는게 어느 유튜버보다 참여형으로 많이 이끌어주시면서 많은 기회와 혜택을 제공해주실려고 노력해주시는거같아서 너무 감사드리구 사랑해용 ㅎㅎ !! 유튜버 계속 계속 해주세욤!! 어떤 영상이든 너무 조아욥 ㅠ 
글구 오랜만에 데일리메콥이랑 Q&A영상 보고싶어욥! ㅎㅎ",1,3주 전,1
44,userot8eb6ut6v,look5요즘 날도 덥고 습해서 속옷 입기도 싫고 몸에 핏 되는 옷 입을때면 속옷 들뜸이나 가슴 모아지는 거 등 신경쓰이는개 많있는데 언니가 추천해주는 거면 너무 좋을 것 같아요! 글구 휠라 속옷 착용하고 있는 사람인데 휠라 속옷 맛집입니다!!!,0,2주 전,1
45,userxs1lb3hg6b,"라이트 멜란지 너어무 예뻐요  소장하고 있는 데님컬러 시스루 셔츠에 비치게 이너로 입고시픈 브라탑이라 같이 입었을때의 시너지가 너무 기대되네용 
매번 일반 브라입고 나시탑까지 입고 시스루셔츠 입느라 답답하고 더웠는데 예쁜 브라탑세트 멜란지 컬러로 있으면 너무 활용도 높을 것 같아용 샌언니 최고오 ",0,3주 전,1
46,vpieee,"라이트 베이지 or 라이트 멜란지
여름 + 가을에 너무 편하게 잘 입을 것 같은 제품이에요 디테일이 엄청 예쁘네요 너무너무 기대돼요 ! ",1,2주 전,1
47,userlu1mb4vc7w,아 역시 언니 픽은 ㅠㅠ 최고에용! 저는 look 2 컬러감 너무 예뻐서 눈에 바로 들어왔다구용,0,3주 전,1
48,dajori3194,"속옷 유목민이라 30대가 됐는데도 인생 속옷을 못찾은 새럼입니당 ..
인생 속옷 영상을 그렇게 많이 봤는데 (ㅜㅜ)
안그래도 여름철에 입기 좋은 속옷  또 찾고 있었는데 어쩜 제 마음을 읽어버리셨나요
유명한 노와이어 브라 많이 입어봤는데
살짝 볼륨감 + 편안함 + 예쁜핏 세마리 토끼를 다잡고싶었는데
저 필라 브라 왜 이제 알았쬬 .. ??
당장 구매해주갔어 !!!!!! 영상 보고 바로 구매하러 가는건 처음인것 같아요
매번 세은님 영상 보면서 속옷핏이 너무 예쁘다고 생각했는데 이참에 모댈해주라주 ~
살짝의 볼륨감 절대 포기할 수 없고 (살짝 그 이상이면 더 조와 ..)
무엇보다 컬러가 너무 예쁘네요
아직도 고민중인 핑크 앤 라벤더,,, 그래도 핑크 아니겠슴까 !
'필라 아웃핏 노 와이어 브라 로즈 핑크' 만괂부 ~
좋은 브랜드 제품 추천 감사하고 이번 영상도 너무 좋았슴댜 ",0,3주 전,1
49,usertw7tj9ui4v,Look 5 속옷도 편해보이는데 예뻐..흔치않은 기회다...놓치면 안돼...!!!!!,0,3주 전,1
50,usertd4iw5wc5e,웅니ㅠㅠ 룩4.. 로즈핑트 너무너무 예뽀욤.. 휠라 속옷중에 저렇게 고급지고 편한 제품이 있는지 첨 알았숨니다???? 요즘 입을  속옷 없어서 니플패치 붙이고 다녔는데.. 완져니 추천 걈사해욥,1,3주 전(수정됨),1
51,userqc8sf7bc2s,"Look 6 라이트 멜란지  요즘 노와이어 제품만 입게 되는데 디자인, 컬러, 핏 뭐하나 빠지지 않아서 기대되는 제품입니다! 또 휠라 언더웨어는 소재가 피부에 자극이 없고 세탁후에도 변형이 없어서 재구매하게 되는 것 같아요.이번 시즌은 또 얼마나 편할지 너무 기대됩니다!  휠라 언더웨어+ 박시핏 자켓 조합 너무 멋스러워요",0,2주 전(수정됨),1
52,garyg5497,저도 피부가 예민한편이어서 속옷을 잘 골라서 입어야하는데 샌언니가 추천한 브라탑이랑 드로즈 너무 편해보여서 저두 사고싶어요!! 휠라 기본 속옷도 정말 만족하면서 입었는데 역시...휠라 색감도 잘뽑고 일잘하는거같아요 오늘도 영상 잘봤습니다^~^,0,3주 전,1
53,userzg2vx6sn4n,"차콜 그레이 색상 가지고 싶어용??
사실 휠라는 신발만 착용해봤지 언더웨어는 한번도 착용해본적이 없거든요…! 이번 영상통해서 휠라 속옷이 이렇게 유니크한지 처음 알았다구욧.. 언니가 몸매가 좋아서 그렇겠지만 핏도 너무 예쁘고 뻔한 로고플레이같은 느낌이 아니라서 더욱 기대되용 꼭 받아서 입어보고 싶어욤!! 단순하게 속옷만으로 입는게 아니라 언니 스타일참고하면서 멋스럽게 한번 코디해보고 싶네요?",0,3주 전,1
54,userww9bo8vg8w,꺄.... 진짜 제 워너비 몸매 단연 1등 ㅜㅜ 너무 예뿌다 진짜.... 어떻게 언니한테 속옷협찬을 줄 생각을 했죠 진짜 마케팅 천재 아니냐..?!  요즘 로우라이즈 팬츠가 유행인데 데님이랑 입기 좋은 라이트멜란지 너무 탐나요..?,1,3주 전,1
55,userfm6vd4tj5d,"Look 4
색감이ㄹㅇ.. 포인트 주기 너무 좋은 색상 1위 같음 흔하지않으면서도 연청이나 블랙진입을 때도 킬포느낌 주고 엄청 쨍한것도아니고 톤다운 로즈핑크라서 흰옷 입을때도 나 핑크야!!!!! 이게 아니라서 자연스러울거가터",0,3주 전,1
56,kimminson315,Look5 ..휠라속옷 소재도편해보이고 너무 마음에 들어요 다양한코디로 활용해서 입으면 룩이 완성되네요!,0,3주 전(수정됨),1
57,userrv7to4qk8f,"LOOK 1 
차분하고 은은한 베이지톤이 너무 고급스럽고 로우라이즈로 입을 때 드로즈 아웃밴드 중요한데 요 디테일까쥐 놓치지 않는 휠라.. 이번 휠라 언더웨어 폼 미쳐따!! 노와이어가 확실히 가슴 밑이 덜 답답하고 세탁기 돌려도 손상이 잘 안되어서 좋거등요~ 다른 색상들도 넘 깔끔하고 고급스러워요 언더웨어 룩북을 이렇게 힙하고 멋있게 스타일링 보여주는 새은님 짱",1,3주 전,1
58,usermm5ti8ws4o,"라이트멜란지 ,,요!!??
저두 피부가 민감한 편인데 언니가 소개해즈신대로라면 믿고 입어봐도 되겠어요 소재도 편안하고 핏도 예뻐서 벌써 탐나요 ,,,,, 와이어는 불편하고 소화되지 않는 느낌이 커서 노와이어만 입는데, 디자인도 예쁘고 소재도 예쁜 노와이어라면 무족건 .. 또 그게 언니 추천이라면 무족건 입어보고파요?",0,3주 전,1
59,uugogirl,Look5 미쳤아요… 진짜 ㅠ패션 센스에 몸매까지 최고에요 여잔데 반하겠어요..뭘 입든 사고싶게 만드네요…,0,3주 전,1
60,usereu6ug7hx5h,얼 그린 고급스러운 차가 생각나는 컬러라 제일 기대되는 색입니다. 이번 휠라 컬렉션은 깔끔하고 모던한 디자인에 컬러로 포인트를 준 컬렉션 같아서 넘 기대돼요! 룩북도 넘 예쁩니다,0,2주 전,1
61,userwu2lr5yd1s,"로즈핑크 ??
러블리한 색깔이랑 몸매를 잡아주는 핏이 넘 넘 예뽀요ㅠㅠㅠㅠㅠㅠ",0,3주 전,1
62,usergw9fd1sv6i,평소에 휠라 브라탑을 정말 잘 이용하고 있는데 이번 노와이어 브라에서 햄퍼널이 x로 되어 있는거 보고 브라를 살때 편한감도 중요하지만 얼마나 잘 받쳐주는 지도 중요하니까 얼마나 잘 받쳐줄지 궁금해요 색감은 언니가 평소에 색감매치를 정말 잘해서 뭐든 색갈이 다 이쁘지만 특히 라이트베이지가 톤다운되어서 한국인 피부톤에 정말 이쁘게 나온거 같아요 ,0,3주 전(수정됨),1
63,Ssubin,"이번 룩북도 넘 취저인,, 넘넘 예뽀요,, look1 카모팬츠랑 look3 룩 정보 궁그매용 언네",1,3주 전,1
64,userui5px9qk7e,와!!!! 엉니 머리색 바꾸니까 완전 바비 그잡채잖아요ㅜㅜ 몸매까지 진짜 바비 그냥 바비 오늘도 개이뿐 새은이언니  사랑해오,1,3주 전,1
65,sienna1040,라이트 멜란지!!! 너무 이뻐요 색마다 코디 다르게 하는 느낌 넘잘어울료  무조건 받고시퍼유 ,0,3주 전(수정됨),1
66,userqj5kk5pr4t,챠콜그레이 너무 예뻐요?? 편한 속옷을 계속 찾고 있는데 와이어도 없고 너무 편해보여서 한번 입어보고 싶네요 다른 라인도 기대가 됩니다흐ㅎ,0,3주 전,1
67,Ablesg6fr,아니 휠라 속옷이자나!! 저 안그래도 속옷은 휠라밖에 안입어요! 진짜 편하고 잘모아주는데 통기성도 좋구 신상이 나왔다니 더 좋아보이네용! 요즘 등살이 고민이었는데 이건 등살까지 커버 된다니 딱이네요ㅠㅠ라이트 멜란지 컬러두 넘넘 이쁘네요오,2,3주 전,1
68,userwl7vn3iv7r,댓글이벤트 얼그린… 조심스럽게 참여해보고 갑니다..! 원래 휠라 속옷이 가성비도 좋고 소재도 편해서 종류별로 자주 입고 있는데 이번 신상 언니가 광고해주셔서 더욱 기대 됩니다 :) 오늘도 좋은 영상 감사해요오 ~~!,0,3주 전,1
69,kategweon6323,라이트멜란지  휠라 속옷 애용하는데 정말 편하구 좋아해요 ,0,3주 전,1
70,userdl5dx1vf7k,언니 스타일 너무너무 좋아하고 이뻐서 매번 챙겨봐요 진짜 ㅜㅜㅜㅜ 손민수 하고 싶은거 가득..? 서울 자주가는데 진짜 언니한번 꼭 보고싶어요 ????,0,3주 전,1
